업체명,업종,주소,전화번호,평점,리뷰수,연락상태,나우링크URL,네이버플레이스URL,수집일시
"올리빈.ll",카페,"대전광역시 서구 대덕대로168번길 18 1층 101호 올리빈 OLIBEAN",,,,pending,https://www.nowlink.kr/store/cafe-대전-16,https://www.instagram.com/olibean_daejeon?igsh=MTlldW9oc2tkeGMxeA%3D%3D&utm_source=qr,2026-04-27T01:58:30.197Z
"파티세리러츠",카페,"대전광역시 서구 둔산로74번길 12 1층 파티세리러츠",,,,pending,https://www.nowlink.kr/store/cafe-대전-17,https://www.instagram.com/patisserie.lutz,2026-04-27T01:58:30.197Z
"픽베이크 둔산점",카페,"대전광역시 서구 둔산로31번길 72 1층 103호",,,,pending,https://www.nowlink.kr/store/cafe-대전-18,https://map.naver.com/v5/search/%ED%94%BD%EB%B2%A0%EC%9D%B4%ED%81%AC%20%EB%91%94%EC%82%B0%EC%A0%90,2026-04-27T01:58:30.197Z
"올리브팜 베이커리",카페,"대전광역시 서구 둔산로206번길 15 1층",,,,pending,https://www.nowlink.kr/store/cafe-대전-19,https://www.instagram.com/olivefarm_bakery,2026-04-27T01:58:30.197Z
"베이커리킥",카페,"대전광역시 동구 백룡로 32-1 2층 201호",,,,pending,https://www.nowlink.kr/store/cafe-대전-20,https://www.instagram.com/bakery_kick,2026-04-27T01:58:30.197Z
"올리빈.ll",카페,"대전광역시 서구 대덕대로168번길 18 1층 101호 올리빈 OLIBEAN",,,,pending,https://www.nowlink.kr/store/cafe-대전-21,https://www.instagram.com/olibean_daejeon?igsh=MTlldW9oc2tkeGMxeA%3D%3D&utm_source=qr,2026-04-27T01:58:30.197Z
"파티세리러츠",카페,"대전광역시 서구 둔산로74번길 12 1층 파티세리러츠",,,,pending,https://www.nowlink.kr/store/cafe-대전-22,https://www.instagram.com/patisserie.lutz,2026-04-27T01:58:30.197Z
"픽베이크 둔산점",카페,"대전광역시 서구 둔산로31번길 72 1층 103호",,,,pending,https://www.nowlink.kr/store/cafe-대전-23,https://map.naver.com/v5/search/%ED%94%BD%EB%B2%A0%EC%9D%B4%ED%81%AC%20%EB%91%94%EC%82%B0%EC%A0%90,2026-04-27T01:58:30.197Z
"올리브팜 베이커리",카페,"대전광역시 서구 둔산로206번길 15 1층",,,,pending,https://www.nowlink.kr/store/cafe-대전-24,https://www.instagram.com/olivefarm_bakery,2026-04-27T01:58:30.197Z
"베이커리킥",카페,"대전광역시 동구 백룡로 32-1 2층 201호",,,,pending,https://www.nowlink.kr/store/cafe-대전-25,https://www.instagram.com/bakery_kick,2026-04-27T01:58:30.197Z
"등화",카페,"광주광역시 서구 백석길 22-3 1층 등화",,,,pending,https://www.nowlink.kr/store/cafe-광주-1,https://smartstore.naver.com/deung_hwa/products/11057942606,2026-04-27T01:58:31.241Z
"에브르인테라스",카페,"광주광역시 동구 제봉로110번길 1 에브르인테라스",,,,pending,https://www.nowlink.kr/store/cafe-광주-2,https://www.instagram.com/evure_terrace,2026-04-27T01:58:31.241Z
"물흐르듯",카페,"광주광역시 동구 동명로 62 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-3,https://www.instagram.com/____MHRD,2026-04-27T01:58:31.241Z
"로우쉬프트",카페,"광주광역시 북구 저불로 2 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-4,https://www.instagram.com/lowshift_official,2026-04-27T01:58:31.241Z
"쏘쏘사라다 광주매곡점",카페,"광주광역시 북구 설죽로 333 103호",,,,pending,https://www.nowlink.kr/store/cafe-광주-5,https://map.naver.com/v5/search/%EC%8F%98%EC%8F%98%EC%82%AC%EB%9D%BC%EB%8B%A4%20%3Cb%3E%EA%B4%91%EC%A3%BC%3C%2Fb%3E%EB%A7%A4%EA%B3%A1%EC%A0%90,2026-04-27T01:58:31.241Z
"등화",카페,"광주광역시 서구 백석길 22-3 1층 등화",,,,pending,https://www.nowlink.kr/store/cafe-광주-6,https://smartstore.naver.com/deung_hwa/products/11057942606,2026-04-27T01:58:31.241Z
"에브르인테라스",카페,"광주광역시 동구 제봉로110번길 1 에브르인테라스",,,,pending,https://www.nowlink.kr/store/cafe-광주-7,https://www.instagram.com/evure_terrace,2026-04-27T01:58:31.241Z
"물흐르듯",카페,"광주광역시 동구 동명로 62 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-8,https://www.instagram.com/____MHRD,2026-04-27T01:58:31.241Z
"로우쉬프트",카페,"광주광역시 북구 저불로 2 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-9,https://www.instagram.com/lowshift_official,2026-04-27T01:58:31.241Z
"쏘쏘사라다 광주매곡점",카페,"광주광역시 북구 설죽로 333 103호",,,,pending,https://www.nowlink.kr/store/cafe-광주-10,https://map.naver.com/v5/search/%EC%8F%98%EC%8F%98%EC%82%AC%EB%9D%BC%EB%8B%A4%20%3Cb%3E%EA%B4%91%EC%A3%BC%3C%2Fb%3E%EB%A7%A4%EA%B3%A1%EC%A0%90,2026-04-27T01:58:31.241Z
"등화",카페,"광주광역시 서구 백석길 22-3 1층 등화",,,,pending,https://www.nowlink.kr/store/cafe-광주-11,https://smartstore.naver.com/deung_hwa/products/11057942606,2026-04-27T01:58:31.241Z
"에브르인테라스",카페,"광주광역시 동구 제봉로110번길 1 에브르인테라스",,,,pending,https://www.nowlink.kr/store/cafe-광주-12,https://www.instagram.com/evure_terrace,2026-04-27T01:58:31.241Z
"물흐르듯",카페,"광주광역시 동구 동명로 62 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-13,https://www.instagram.com/____MHRD,2026-04-27T01:58:31.241Z
"로우쉬프트",카페,"광주광역시 북구 저불로 2 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-14,https://www.instagram.com/lowshift_official,2026-04-27T01:58:31.241Z
"쏘쏘사라다 광주매곡점",카페,"광주광역시 북구 설죽로 333 103호",,,,pending,https://www.nowlink.kr/store/cafe-광주-15,https://map.naver.com/v5/search/%EC%8F%98%EC%8F%98%EC%82%AC%EB%9D%BC%EB%8B%A4%20%3Cb%3E%EA%B4%91%EC%A3%BC%3C%2Fb%3E%EB%A7%A4%EA%B3%A1%EC%A0%90,2026-04-27T01:58:31.241Z
"등화",카페,"광주광역시 서구 백석길 22-3 1층 등화",,,,pending,https://www.nowlink.kr/store/cafe-광주-16,https://smartstore.naver.com/deung_hwa/products/11057942606,2026-04-27T01:58:31.241Z
"에브르인테라스",카페,"광주광역시 동구 제봉로110번길 1 에브르인테라스",,,,pending,https://www.nowlink.kr/store/cafe-광주-17,https://www.instagram.com/evure_terrace,2026-04-27T01:58:31.241Z
"물흐르듯",카페,"광주광역시 동구 동명로 62 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-18,https://www.instagram.com/____MHRD,2026-04-27T01:58:31.241Z
"로우쉬프트",카페,"광주광역시 북구 저불로 2 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-19,https://www.instagram.com/lowshift_official,2026-04-27T01:58:31.241Z
"쏘쏘사라다 광주매곡점",카페,"광주광역시 북구 설죽로 333 103호",,,,pending,https://www.nowlink.kr/store/cafe-광주-20,https://map.naver.com/v5/search/%EC%8F%98%EC%8F%98%EC%82%AC%EB%9D%BC%EB%8B%A4%20%3Cb%3E%EA%B4%91%EC%A3%BC%3C%2Fb%3E%EB%A7%A4%EA%B3%A1%EC%A0%90,2026-04-27T01:58:31.241Z
"등화",카페,"광주광역시 서구 백석길 22-3 1층 등화",,,,pending,https://www.nowlink.kr/store/cafe-광주-21,https://smartstore.naver.com/deung_hwa/products/11057942606,2026-04-27T01:58:31.242Z
"에브르인테라스",카페,"광주광역시 동구 제봉로110번길 1 에브르인테라스",,,,pending,https://www.nowlink.kr/store/cafe-광주-22,https://www.instagram.com/evure_terrace,2026-04-27T01:58:31.242Z
"물흐르듯",카페,"광주광역시 동구 동명로 62 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-23,https://www.instagram.com/____MHRD,2026-04-27T01:58:31.242Z
"로우쉬프트",카페,"광주광역시 북구 저불로 2 1층",,,,pending,https://www.nowlink.kr/store/cafe-광주-24,https://www.instagram.com/lowshift_official,2026-04-27T01:58:31.242Z
"쏘쏘사라다 광주매곡점",카페,"광주광역시 북구 설죽로 333 103호",,,,pending,https://www.nowlink.kr/store/cafe-광주-25,https://map.naver.com/v5/search/%EC%8F%98%EC%8F%98%EC%82%AC%EB%9D%BC%EB%8B%A4%20%3Cb%3E%EA%B4%91%EC%A3%BC%3C%2Fb%3E%EB%A7%A4%EA%B3%A1%EC%A0%90,2026-04-27T01:58:31.242Z
"서울식당",식당,"서울특별시 중구 남대문시장4길 42-2",,,,pending,https://www.nowlink.kr/store/restaurant-서울-1,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:32.350Z
"서울식당 소갈비살 종로3가점",식당,"서울특별시 종로구 수표로 89-11",,,,pending,https://www.nowlink.kr/store/restaurant-서울-2,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E%20%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%A0%90,2026-04-27T01:58:32.350Z
"곰작소 스타필드애비뉴 그랑서울점",식당,"서울특별시 종로구 종로 33 스타필드 그랑서울 지하1층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-3,https://app.catchtable.co.kr/ct/shop/gomjakso,2026-04-27T01:58:32.350Z
"전설의우대갈비 서울시청직영점",식당,"서울특별시 중구 남대문로9길 40 2층 206~209호",,,,pending,https://www.nowlink.kr/store/restaurant-서울-4,https://www.instagram.com/udaegalbioflegend,2026-04-27T01:58:32.350Z
"월가갈비 서울시청본점",식당,"서울특별시 중구 세종대로18길 22 1, 2, 3층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-5,https://www.instagram.com/wallga_galbi,2026-04-27T01:58:32.350Z
"서울식당",식당,"서울특별시 중구 남대문시장4길 42-2",,,,pending,https://www.nowlink.kr/store/restaurant-서울-6,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:32.350Z
"서울식당 소갈비살 종로3가점",식당,"서울특별시 종로구 수표로 89-11",,,,pending,https://www.nowlink.kr/store/restaurant-서울-7,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E%20%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%A0%90,2026-04-27T01:58:32.350Z
"곰작소 스타필드애비뉴 그랑서울점",식당,"서울특별시 종로구 종로 33 스타필드 그랑서울 지하1층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-8,https://app.catchtable.co.kr/ct/shop/gomjakso,2026-04-27T01:58:32.350Z
"전설의우대갈비 서울시청직영점",식당,"서울특별시 중구 남대문로9길 40 2층 206~209호",,,,pending,https://www.nowlink.kr/store/restaurant-서울-9,https://www.instagram.com/udaegalbioflegend,2026-04-27T01:58:32.350Z
"월가갈비 서울시청본점",식당,"서울특별시 중구 세종대로18길 22 1, 2, 3층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-10,https://www.instagram.com/wallga_galbi,2026-04-27T01:58:32.350Z
"서울식당",식당,"서울특별시 중구 남대문시장4길 42-2",,,,pending,https://www.nowlink.kr/store/restaurant-서울-11,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:32.350Z
"서울식당 소갈비살 종로3가점",식당,"서울특별시 종로구 수표로 89-11",,,,pending,https://www.nowlink.kr/store/restaurant-서울-12,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E%20%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%A0%90,2026-04-27T01:58:32.350Z
"곰작소 스타필드애비뉴 그랑서울점",식당,"서울특별시 종로구 종로 33 스타필드 그랑서울 지하1층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-13,https://app.catchtable.co.kr/ct/shop/gomjakso,2026-04-27T01:58:32.350Z
"전설의우대갈비 서울시청직영점",식당,"서울특별시 중구 남대문로9길 40 2층 206~209호",,,,pending,https://www.nowlink.kr/store/restaurant-서울-14,https://www.instagram.com/udaegalbioflegend,2026-04-27T01:58:32.350Z
"월가갈비 서울시청본점",식당,"서울특별시 중구 세종대로18길 22 1, 2, 3층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-15,https://www.instagram.com/wallga_galbi,2026-04-27T01:58:32.350Z
"서울식당",식당,"서울특별시 중구 남대문시장4길 42-2",,,,pending,https://www.nowlink.kr/store/restaurant-서울-16,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:32.350Z
"서울식당 소갈비살 종로3가점",식당,"서울특별시 종로구 수표로 89-11",,,,pending,https://www.nowlink.kr/store/restaurant-서울-17,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E%20%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%A0%90,2026-04-27T01:58:32.350Z
"곰작소 스타필드애비뉴 그랑서울점",식당,"서울특별시 종로구 종로 33 스타필드 그랑서울 지하1층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-18,https://app.catchtable.co.kr/ct/shop/gomjakso,2026-04-27T01:58:32.350Z
"전설의우대갈비 서울시청직영점",식당,"서울특별시 중구 남대문로9길 40 2층 206~209호",,,,pending,https://www.nowlink.kr/store/restaurant-서울-19,https://www.instagram.com/udaegalbioflegend,2026-04-27T01:58:32.350Z
"월가갈비 서울시청본점",식당,"서울특별시 중구 세종대로18길 22 1, 2, 3층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-20,https://www.instagram.com/wallga_galbi,2026-04-27T01:58:32.350Z
"서울식당",식당,"서울특별시 중구 남대문시장4길 42-2",,,,pending,https://www.nowlink.kr/store/restaurant-서울-21,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:32.350Z
"서울식당 소갈비살 종로3가점",식당,"서울특별시 종로구 수표로 89-11",,,,pending,https://www.nowlink.kr/store/restaurant-서울-22,https://map.naver.com/v5/search/%3Cb%3E%EC%84%9C%EC%9A%B8%EC%8B%9D%EB%8B%B9%3C%2Fb%3E%20%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%A0%90,2026-04-27T01:58:32.350Z
"곰작소 스타필드애비뉴 그랑서울점",식당,"서울특별시 종로구 종로 33 스타필드 그랑서울 지하1층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-23,https://app.catchtable.co.kr/ct/shop/gomjakso,2026-04-27T01:58:32.350Z
"전설의우대갈비 서울시청직영점",식당,"서울특별시 중구 남대문로9길 40 2층 206~209호",,,,pending,https://www.nowlink.kr/store/restaurant-서울-24,https://www.instagram.com/udaegalbioflegend,2026-04-27T01:58:32.350Z
"월가갈비 서울시청본점",식당,"서울특별시 중구 세종대로18길 22 1, 2, 3층",,,,pending,https://www.nowlink.kr/store/restaurant-서울-25,https://www.instagram.com/wallga_galbi,2026-04-27T01:58:32.350Z
"부산식당",식당,"서울특별시 종로구 인사동11길 12",,,,pending,https://www.nowlink.kr/store/restaurant-부산-1,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 중구 서소문로2길 12-7",,,,pending,https://www.nowlink.kr/store/restaurant-부산-2,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산횟집",식당,"서울특별시 종로구 돈화문로4길 38",,,,pending,https://www.nowlink.kr/store/restaurant-부산-3,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%ED%9A%9F%EC%A7%91,2026-04-27T01:58:33.478Z
"부산집막국수",식당,"서울특별시 종로구 사직로 133-8 1층",,,,pending,https://www.nowlink.kr/store/restaurant-부산-4,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EC%A7%91%EB%A7%89%EA%B5%AD%EC%88%98,2026-04-27T01:58:33.478Z
"부산갈매기",식당,"서울특별시 중구 남대문로 25-20",,,,pending,https://www.nowlink.kr/store/restaurant-부산-5,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EA%B0%88%EB%A7%A4%EA%B8%B0,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 종로구 인사동11길 12",,,,pending,https://www.nowlink.kr/store/restaurant-부산-6,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 중구 서소문로2길 12-7",,,,pending,https://www.nowlink.kr/store/restaurant-부산-7,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산횟집",식당,"서울특별시 종로구 돈화문로4길 38",,,,pending,https://www.nowlink.kr/store/restaurant-부산-8,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%ED%9A%9F%EC%A7%91,2026-04-27T01:58:33.478Z
"부산집막국수",식당,"서울특별시 종로구 사직로 133-8 1층",,,,pending,https://www.nowlink.kr/store/restaurant-부산-9,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EC%A7%91%EB%A7%89%EA%B5%AD%EC%88%98,2026-04-27T01:58:33.478Z
"부산갈매기",식당,"서울특별시 중구 남대문로 25-20",,,,pending,https://www.nowlink.kr/store/restaurant-부산-10,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EA%B0%88%EB%A7%A4%EA%B8%B0,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 종로구 인사동11길 12",,,,pending,https://www.nowlink.kr/store/restaurant-부산-11,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 중구 서소문로2길 12-7",,,,pending,https://www.nowlink.kr/store/restaurant-부산-12,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산횟집",식당,"서울특별시 종로구 돈화문로4길 38",,,,pending,https://www.nowlink.kr/store/restaurant-부산-13,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%ED%9A%9F%EC%A7%91,2026-04-27T01:58:33.478Z
"부산집막국수",식당,"서울특별시 종로구 사직로 133-8 1층",,,,pending,https://www.nowlink.kr/store/restaurant-부산-14,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EC%A7%91%EB%A7%89%EA%B5%AD%EC%88%98,2026-04-27T01:58:33.478Z
"부산갈매기",식당,"서울특별시 중구 남대문로 25-20",,,,pending,https://www.nowlink.kr/store/restaurant-부산-15,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EA%B0%88%EB%A7%A4%EA%B8%B0,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 종로구 인사동11길 12",,,,pending,https://www.nowlink.kr/store/restaurant-부산-16,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산식당",식당,"서울특별시 중구 서소문로2길 12-7",,,,pending,https://www.nowlink.kr/store/restaurant-부산-17,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%EC%8B%9D%EB%8B%B9%3C%2Fb%3E,2026-04-27T01:58:33.478Z
"부산횟집",식당,"서울특별시 종로구 돈화문로4길 38",,,,pending,https://www.nowlink.kr/store/restaurant-부산-18,https://map.naver.com/v5/search/%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%ED%9A%9F%EC%A7%91,2026-04-27T01:58:33.478Z
